batter,season,runs,balls_faced,dots,fours,sixes,singles,outs,strike_rate,average
B Kumar,2020/21,0,2,2,0,0,0,1,0.0,0.0
B Kumar,2021,34,32,5,3,0,20,2,106.25,17.0
B Kumar,2022,24,28,10,3,0,12,2,85.71428571428571,12.0
B Kumar,2023,42,49,19,4,0,18,3,85.71428571428571,14.0
B Kumar,2024,23,30,17,3,0,5,3,76.66666666666667,7.666666666666667
B Kumar,2025,14,26,16,1,0,7,3,53.84615384615385,4.666666666666667
B Kumar,2026,34,28,10,3,1,9,0,121.42857142857142,inf
B Laughlin,2013,4,9,5,0,0,4,1,44.44444444444444,4.0
B Laughlin,2018,1,4,3,0,0,1,1,25.0,1.0
B Lee,2007/08,17,14,6,2,1,3,2,121.42857142857142,8.5
B Lee,2009,28,35,16,2,1,12,2,80.0,14.0
B Lee,2009/10,11,11,2,1,0,5,1,100.0,11.0
B Lee,2011,5,9,4,0,0,5,2,55.55555555555556,2.5
B Lee,2012,42,21,5,2,4,8,2,200.0,21.0
B Lee,2013,21,12,5,1,2,3,1,175.0,21.0
B Sai Sudharsan,2022,145,118,32,14,3,53,4,122.88135593220339,36.25
B Sai Sudharsan,2023,362,264,72,33,12,114,6,137.12121212121212,60.333333333333336
B Sai Sudharsan,2024,527,388,103,48,17,171,11,135.82474226804123,47.90909090909091
B Sai Sudharsan,2025,759,509,125,88,21,210,14,149.11591355599214,54.214285714285715
B Sai Sudharsan,2026,722,481,136,75,30,179,16,150.1039501039501,45.125
B Stanlake,2018,5,2,0,1,0,1,0,250.0,inf
B Sumanth,2009/10,35,38,14,3,0,17,1,92.10526315789474,35.0
BA Bhatt,2011,0,5,5,0,0,0,0,0.0,
BA Bhatt,2012,6,2,1,0,1,0,0,300.0,inf
BA Stokes,2017,316,227,62,22,15,102,11,139.20704845814979,28.727272727272727
BA Stokes,2018,196,166,49,13,6,78,13,118.07228915662651,15.076923076923077
BA Stokes,2019,123,100,29,8,4,41,6,123.0,20.5
BA Stokes,2020/21,285,207,74,36,7,62,8,137.68115942028984,35.625
BA Stokes,2021,0,3,3,0,0,0,1,0.0,0.0
BA Stokes,2023,15,15,5,2,0,7,2,100.0,7.5
BAW Mendis,2009,0,1,1,0,0,0,1,0.0,0.0
BAW Mendis,2009/10,1,1,0,0,0,1,0,100.0,inf
BAW Mendis,2013,2,4,2,0,0,2,1,50.0,2.0
BB McCullum,2007/08,188,96,25,13,15,26,3,195.83333333333331,62.666666666666664
BB McCullum,2009,286,248,105,27,12,74,12,115.3225806451613,23.833333333333332
BB McCullum,2009/10,114,117,50,14,2,36,3,97.43589743589743,38.0
BB McCullum,2011,357,292,107,35,16,96,13,122.26027397260273,27.46153846153846
BB McCullum,2012,289,287,126,37,3,96,13,100.69686411149826,22.23076923076923
BB McCullum,2013,6,7,4,1,0,2,1,85.71428571428571,6.0
BB McCullum,2014,405,341,130,32,19,127,13,118.76832844574781,31.153846153846153
BB McCullum,2015,436,293,119,51,23,66,15,148.80546075085323,29.066666666666666
BB McCullum,2016,354,273,105,38,16,87,16,129.67032967032966,22.125
BB McCullum,2017,320,227,78,29,18,80,11,140.96916299559473,29.09090909090909
BB McCullum,2018,127,91,37,16,6,25,6,139.56043956043956,21.166666666666668
BB Samantray,2012,2,2,0,0,0,2,0,100.0,inf
BB Samantray,2013,123,114,42,13,2,43,5,107.89473684210526,24.6
BB Sran,2016,4,4,0,0,0,4,0,100.0,inf
BB Sran,2018,3,7,3,0,0,3,1,42.857142857142854,3.0
BB Sran,2019,3,3,1,0,0,1,0,100.0,inf
BCJ Cutting,2014,8,6,2,0,1,2,0,133.33333333333331,inf
BCJ Cutting,2016,65,37,12,4,6,7,3,175.67567567567568,21.666666666666668
BCJ Cutting,2017,51,27,6,5,3,11,2,188.88888888888889,25.5
BCJ Cutting,2018,96,59,21,5,8,18,4,162.71186440677968,24.0
BCJ Cutting,2019,18,17,8,1,1,6,2,105.88235294117648,9.0
BE Hendricks,2014,0,1,1,0,0,0,1,0.0,0.0
BE Hendricks,2015,1,2,1,0,0,1,0,50.0,inf
BJ Haddin,2011,18,11,5,2,1,2,1,163.63636363636365,18.0
BJ Hodge,2007/08,12,18,11,2,0,4,2,66.66666666666666,6.0
BJ Hodge,2009,365,317,115,34,9,125,10,115.14195583596214,36.5
BJ Hodge,2009/10,99,95,35,11,1,36,4,104.21052631578947,24.75
BJ Hodge,2011,285,245,88,26,9,89,11,116.3265306122449,25.90909090909091
BJ Hodge,2012,245,180,47,18,9,77,8,136.11111111111111,30.625
BJ Hodge,2013,293,224,65,27,9,95,8,130.80357142857142,36.625
BJ Hodge,2014,101,74,25,4,6,26,3,136.48648648648648,33.666666666666664
BJ Rohrer,2013,193,146,48,21,5,48,7,132.1917808219178,27.571428571428573
BKG Mendis,2025,20,11,4,1,2,2,1,181.8181818181818,20.0
BMAJ Mendis,2013,23,27,8,0,0,15,3,85.18518518518519,7.666666666666667
BR Dunk,2014,40,36,17,7,0,6,3,111.11111111111111,13.333333333333334
BR Sharath,2024,2,5,3,0,0,2,1,40.0,2.0
Basil Thampi,2017,28,30,9,1,1,12,1,93.33333333333333,28.0
Basil Thampi,2018,3,6,3,0,0,3,1,50.0,3.0
Basil Thampi,2019,1,1,0,0,0,1,0,100.0,inf
Bipul Sharma,2009/10,9,7,1,1,0,5,0,128.57142857142858,inf
Bipul Sharma,2011,23,18,3,1,0,9,1,127.77777777777777,23.0
Bipul Sharma,2012,72,47,12,6,3,22,2,153.19148936170214,36.0
Bipul Sharma,2015,1,2,1,0,0,1,1,50.0,1.0
Bipul Sharma,2016,51,25,6,1,5,7,1,204.0,51.0
Bipul Sharma,2017,31,25,8,2,1,7,1,124.0,31.0
Brijesh Sharma,2026,2,4,2,0,0,2,0,50.0,inf
C Bosch,2025,47,32,12,3,3,11,2,146.875,23.5
C Bosch,2026,50,31,9,5,2,10,1,161.29032258064515,50.0
C Connolly,2026,491,316,106,43,32,105,11,155.37974683544306,44.63636363636363
C Green,2023,452,287,76,40,22,123,10,157.49128919860627,45.2
C Green,2024,255,185,51,22,10,80,10,137.83783783783784,25.5
C Green,2026,322,230,65,22,17,94,9,140.0,35.77777777777778
C Madan,2009/10,15,21,12,3,0,3,1,71.42857142857143,15.0
C Munro,2016,30,31,11,3,0,12,1,96.7741935483871,30.0
C Munro,2018,63,41,19,7,4,11,4,153.65853658536585,15.75
C Munro,2019,84,72,33,9,4,22,4,116.66666666666667,21.0
C Nanda,2009,0,1,1,0,0,0,1,0.0,0.0
C Sakariya,2021,16,25,14,2,0,6,4,64.0,4.0
C Sakariya,2023,4,6,5,1,0,0,1,66.66666666666666,4.0
C de Grandhomme,2017,126,92,28,10,6,40,8,136.95652173913044,15.75
C de Grandhomme,2018,131,87,23,4,10,35,4,150.57471264367817,32.75
C de Grandhomme,2019,46,50,26,4,2,16,3,92.0,15.333333333333334
CA Ingram,2011,21,26,9,2,0,11,2,80.76923076923077,10.5
CA Ingram,2019,184,157,63,20,5,58,10,117.19745222929936,18.4
CA Lynn,2012,6,10,6,1,0,2,1,60.0,6.0
CA Lynn,2014,58,52,21,5,3,20,2,111.53846153846155,29.0
CA Lynn,2016,25,23,8,0,1,7,1,108.69565217391303,25.0
CA Lynn,2017,295,175,48,25,19,55,6,168.57142857142858,49.166666666666664
CA Lynn,2018,491,382,157,56,18,127,14,128.53403141361258,35.07142857142857
CA Lynn,2019,405,296,122,41,22,91,13,136.82432432432432,31.153846153846153
CA Lynn,2021,49,36,14,4,3,13,2,136.11111111111111,24.5
CA Pujara,2009/10,122,119,50,14,3,44,4,102.52100840336134,30.5
CA Pujara,2011,34,32,10,4,0,16,3,106.25,11.333333333333334
CA Pujara,2012,17,23,15,1,1,3,3,73.91304347826086,5.666666666666667
CA Pujara,2013,92,100,51,14,0,28,4,92.0,23.0
CA Pujara,2014,125,129,52,17,0,42,4,96.89922480620154,31.25
CH Gayle,2009,184,159,73,18,10,40,7,115.72327044025157,26.285714285714285
CH Gayle,2009/10,292,197,62,30,16,63,9,148.2233502538071,32.44444444444444
CH Gayle,2011,608,342,115,57,44,98,9,177.77777777777777,67.55555555555556
CH Gayle,2012,733,472,168,46,59,162,12,155.29661016949152,61.083333333333336
CH Gayle,2013,720,484,176,57,52,141,12,148.7603305785124,60.0
CH Gayle,2014,196,188,101,18,12,42,9,104.25531914893618,21.77777777777778
CH Gayle,2015,491,359,146,39,38,93,13,136.76880222841226,37.76923076923077
CH Gayle,2016,227,159,75,17,21,29,10,142.76729559748426,22.7
CH Gayle,2017,200,172,75,15,14,50,9,116.27906976744187,22.22222222222222
CH Gayle,2018,368,261,110,30,27,78,9,140.99616858237547,40.888888888888886
CH Gayle,2019,490,338,135,45,34,92,12,144.97041420118344,40.833333333333336
CH Gayle,2020/21,295,225,84,15,24,77,6,131.11111111111111,49.166666666666664
CH Gayle,2021,193,160,67,21,8,53,11,120.625,17.545454545454547
CH Morris,2013,14,17,6,0,0,6,2,82.35294117647058,7.0
CH Morris,2015,76,47,8,3,5,24,2,161.70212765957444,38.0
CH Morris,2016,195,114,31,15,12,39,4,171.05263157894737,48.75
CH Morris,2017,154,97,21,15,6,44,5,158.76288659793815,30.8
CH Morris,2018,46,26,3,3,2,13,1,176.9230769230769,46.0
CH Morris,2019,32,38,19,1,2,12,6,84.21052631578947,5.333333333333333
CH Morris,2020/21,34,21,9,2,3,6,4,161.9047619047619,8.5
CH Morris,2021,67,53,18,2,5,19,5,126.41509433962264,13.4
CJ Anderson,2014,265,186,67,21,15,60,9,142.4731182795699,29.444444444444443
CJ Anderson,2015,114,98,49,11,6,24,3,116.3265306122449,38.0
CJ Anderson,2017,142,130,54,8,9,44,7,109.23076923076923,20.285714285714285
CJ Anderson,2018,17,22,10,0,1,11,3,77.27272727272727,5.666666666666667
CJ Ferguson,2011,48,56,26,6,0,20,2,85.71428571428571,24.0
CJ Ferguson,2012,50,63,29,3,0,22,4,79.36507936507937,12.5
CJ Jordan,2016,3,4,1,0,0,1,0,75.0,inf
CJ Jordan,2017,0,1,1,0,0,0,1,0.0,0.0
CJ Jordan,2020/21,29,33,13,2,0,9,3,87.87878787878788,9.666666666666666
CJ Jordan,2021,32,21,8,1,3,8,2,152.38095238095238,16.0
CJ Jordan,2022,11,9,2,0,0,1,1,122.22222222222223,11.0
CJ Jordan,2023,6,13,6,0,0,4,2,46.15384615384615,3.0
CJ McKay,2012,8,15,8,0,0,6,1,53.333333333333336,8.0
CK Kapugedera,2007/08,16,24,7,0,0,12,3,66.66666666666666,5.333333333333333
CK Langeveldt,2009/10,0,1,1,0,0,0,1,0.0,0.0
CK Langeveldt,2011,8,8,5,0,1,2,1,100.0,8.0
CL White,2007/08,114,105,37,8,4,48,5,108.57142857142857,22.8
CL White,2009/10,48,33,11,3,3,14,2,145.45454545454547,24.0
CL White,2011,104,109,42,6,2,49,4,95.41284403669725,26.0
CL White,2012,479,327,87,41,20,145,12,146.48318042813455,39.916666666666664
CL White,2013,226,200,75,18,9,79,12,112.99999999999999,18.833333333333332
CM Gautam,2013,44,37,11,4,1,15,2,118.91891891891892,22.0
CM Gautam,2014,121,116,53,13,5,23,6,104.3103448275862,20.166666666666668
CM Gautam,2015,4,5,2,0,0,2,1,80.0,4.0
CR Brathwaite,2016,83,40,12,6,8,7,6,207.50000000000003,13.833333333333334
CR Brathwaite,2017,12,16,9,2,0,4,2,75.0,6.0
CR Brathwaite,2018,75,54,18,1,8,19,4,138.88888888888889,18.75
CR Brathwaite,2019,11,10,2,1,0,7,2,110.00000000000001,5.5
CR Woakes,2017,46,47,21,4,1,18,3,97.87234042553192,15.333333333333334
CR Woakes,2018,17,19,10,1,1,7,2,89.47368421052632,8.5
CR Woakes,2021,15,11,2,2,0,7,0,136.36363636363635,inf
CRD Fernando,2007/08,2,1,0,0,0,0,1,200.0,2.0
CRD Fernando,2009/10,2,2,0,0,0,2,0,100.0,inf
CV Varun,2020/21,10,16,5,0,0,8,2,62.5,5.0
CV Varun,2021,2,4,2,0,0,2,0,50.0,inf
CV Varun,2022,12,18,12,2,0,4,0,66.66666666666666,inf
CV Varun,2023,1,11,8,0,0,1,0,9.090909090909092,inf
CV Varun,2025,1,1,0,0,0,1,0,100.0,inf
CV Varun,2026,5,6,4,1,0,1,2,83.33333333333334,2.5
D Brevis,2022,161,116,52,14,11,33,7,138.79310344827587,23.0
D Brevis,2024,69,60,27,3,5,21,3,114.99999999999999,23.0
D Brevis,2025,225,129,33,13,17,53,6,174.41860465116278,37.5
D Brevis,2026,151,127,44,8,10,51,8,118.8976377952756,18.875
D Ferreira,2024,8,11,5,0,0,4,2,72.72727272727273,4.0
D Ferreira,2025,1,3,1,0,0,1,1,33.33333333333333,1.0
D Ferreira,2026,317,181,60,26,23,53,9,175.13812154696134,35.22222222222222
D Kalyankrishna,2007/08,3,8,4,0,0,3,1,37.5,3.0
D Padikkal,2020/21,473,398,125,51,8,162,14,118.84422110552764,33.785714285714285
D Padikkal,2021,411,342,133,44,14,110,14,120.17543859649122,29.357142857142858
D Padikkal,2022,376,317,128,41,14,104,17,118.61198738170347,22.11764705882353
D Padikkal,2023,261,206,69,31,6,81,11,126.6990291262136,23.727272727272727
D Padikkal,2024,38,60,28,3,0,17,7,63.33333333333333,5.428571428571429
D Padikkal,2025,247,173,57,22,14,63,9,142.77456647398844,27.444444444444443
D Padikkal,2026,464,283,79,49,24,108,14,163.95759717314488,33.142857142857146
D Pretorius,2022,44,28,10,3,3,10,4,157.14285714285714,11.0
D Salunkhe,2007/08,33,24,8,5,0,9,1,137.5,33.0
D Wiese,2015,122,90,24,12,4,40,5,135.55555555555557,24.4
D Wiese,2016,5,4,0,0,0,3,0,125.0,inf
D Wiese,2023,21,11,4,0,3,3,1,190.9090909090909,21.0
D du Preez,2009,10,13,5,0,0,6,1,76.92307692307693,10.0
DA Miller,2012,98,76,19,6,4,34,2,128.94736842105263,49.0
DA Miller,2013,418,257,59,28,24,111,8,162.64591439688715,52.25
DA Miller,2014,446,307,84,34,21,122,9,145.27687296416937,49.55555555555556
DA Miller,2015,357,274,89,21,21,105,13,130.2919708029197,27.46153846153846
DA Miller,2016,161,139,40,11,4,59,10,115.8273381294964,16.1
DA Miller,2017,83,82,31,4,4,33,3,101.21951219512195,27.666666666666668
DA Miller,2018,74,66,15,3,2,32,2,112.12121212121211,37.0
DA Miller,2019,213,174,52,19,7,73,8,122.41379310344827,26.625
DA Miller,2021,124,115,43,11,3,49,5,107.82608695652173,24.8
DA Miller,2022,481,348,88,32,23,159,9,138.2183908045977,53.44444444444444
DA Miller,2023,259,184,43,18,13,83,8,140.76086956521738,32.375
DA Miller,2024,210,149,38,20,8,58,7,140.93959731543623,30.0
DA Miller,2025,153,124,32,13,4,57,5,123.38709677419355,30.6
DA Miller,2026,211,146,43,15,14,59,7,144.5205479452055,30.142857142857142
DA Payne,2026,6,5,0,0,0,2,0,120.0,inf
DA Warner,2009,163,137,53,16,5,47,7,118.97810218978103,23.285714285714285
DA Warner,2009/10,282,195,69,27,14,68,10,144.6153846153846,28.2
DA Warner,2011,324,281,118,34,11,85,13,115.30249110320285,24.923076923076923
DA Warner,2012,256,161,64,28,14,32,7,159.0062111801242,36.57142857142857
DA Warner,2013,410,333,120,41,14,122,14,123.12312312312312,29.285714285714285
DA Warner,2014,528,386,110,39,24,158,12,136.78756476683938,44.0
DA Warner,2015,562,368,123,65,21,112,12,152.7173913043478,46.833333333333336
DA Warner,2016,848,579,177,88,31,206,16,146.4594127806563,53.0
DA Warner,2017,641,462,150,63,26,167,11,138.74458874458875,58.27272727272727
DA Warner,2019,692,496,130,57,21,195,12,139.51612903225808,57.666666666666664
DA Warner,2020/21,548,423,131,52,14,156,14,129.55082742316785,39.142857142857146
DA Warner,2021,197,191,77,15,6,63,6,103.1413612565445,32.833333333333336
DA Warner,2022,432,301,96,52,15,104,9,143.52159468438538,48.0
DA Warner,2023,516,406,153,69,10,133,13,127.0935960591133,39.69230769230769
DA Warner,2024,168,130,57,17,10,34,8,129.23076923076923,21.0
DAJ Bracewell,2012,12,9,1,1,0,6,0,133.33333333333331,inf
DB Das,2007/08,103,95,42,9,5,31,6,108.42105263157895,17.166666666666668
DB Das,2012,126,96,28,9,6,38,1,131.25,126.0
DB Das,2013,75,76,37,5,5,23,5,98.68421052631578,15.0
DB Ravi Teja,2007/08,109,85,29,10,5,33,6,128.23529411764707,18.166666666666668
DB Ravi Teja,2009,65,71,27,7,0,26,4,91.54929577464789,16.25
DB Ravi Teja,2011,183,147,43,17,4,65,7,124.48979591836735,26.142857142857142
DB Ravi Teja,2012,4,4,3,1,0,0,2,100.0,2.0
DB Ravi Teja,2013,14,18,3,0,0,12,1,77.77777777777779,14.0
DE Bollinger,2009/10,18,17,6,1,1,6,0,105.88235294117648,inf
DE Bollinger,2011,0,1,1,0,0,0,0,0.0,
DE Bollinger,2012,3,5,2,0,0,3,1,60.0,3.0
DG Nalkande,2023,0,1,1,0,0,0,1,0.0,0.0
DG Nalkande,2024,12,11,4,0,1,6,1,109.09090909090908,12.0
DH Yagnik,2011,16,23,9,1,0,8,1,69.56521739130434,16.0
DH Yagnik,2012,25,14,4,5,0,3,1,178.57142857142858,25.0
DH Yagnik,2013,125,99,34,17,2,29,7,126.26262626262626,17.857142857142858
DH Yagnik,2014,4,6,1,0,0,4,0,66.66666666666666,inf
DJ Bravo,2007/08,178,137,46,19,5,50,6,129.92700729927006,29.666666666666668
DJ Bravo,2009,218,211,87,15,8,69,8,103.3175355450237,27.25
DJ Bravo,2009/10,61,53,24,3,4,17,7,115.09433962264151,8.714285714285714
DJ Bravo,2011,11,6,3,1,1,1,1,183.33333333333331,11.0
DJ Bravo,2012,371,271,82,20,20,104,8,136.90036900369006,46.375
DJ Bravo,2013,121,112,43,11,3,31,8,108.03571428571428,15.125
DJ Bravo,2014,8,3,0,0,1,2,0,266.66666666666663,inf
DJ Bravo,2015,195,151,49,22,5,58,8,129.13907284768212,24.375
DJ Bravo,2016,99,88,26,11,1,33,8,112.5,12.375
DJ Bravo,2018,141,93,27,8,10,39,4,151.61290322580646,35.25
DJ Bravo,2019,80,68,23,6,3,26,5,117.64705882352942,16.0
DJ Bravo,2020/21,7,6,2,0,0,1,2,116.66666666666667,3.5
DJ Bravo,2021,47,22,4,3,4,3,2,213.63636363636363,23.5
DJ Bravo,2022,23,26,9,1,1,13,2,88.46153846153845,11.5
DJ Harris,2012,111,103,48,11,5,33,3,107.76699029126213,37.0
DJ Hooda,2015,151,99,30,6,11,33,9,152.52525252525254,16.77777777777778
DJ Hooda,2016,144,125,39,9,5,56,11,115.19999999999999,13.090909090909092
DJ Hooda,2017,78,53,12,5,4,28,3,147.16981132075472,26.0
DJ Hooda,2018,87,86,23,2,3,44,5,101.16279069767442,17.4
DJ Hooda,2019,64,68,25,5,1,26,6,94.11764705882352,10.666666666666666
DJ Hooda,2020/21,102,74,18,5,5,34,1,137.83783783783784,102.0
DJ Hooda,2021,160,125,42,9,9,52,9,128.0,17.77777777777778
DJ Hooda,2022,451,340,98,36,18,146,14,132.64705882352942,32.214285714285715
DJ Hooda,2023,84,93,32,3,2,43,11,90.32258064516128,7.636363636363637
DJ Hooda,2024,145,107,31,16,3,48,8,135.5140186915888,18.125
DJ Hooda,2025,31,43,22,2,1,11,5,72.09302325581395,6.2
DJ Hussey,2007/08,319,267,95,19,17,103,11,119.47565543071161,29.0
DJ Hussey,2009,98,61,19,7,6,19,3,160.65573770491804,32.666666666666664
DJ Hussey,2009/10,94,89,29,5,5,40,4,105.61797752808988,23.5
DJ Hussey,2011,64,65,24,3,3,25,6,98.46153846153847,10.666666666666666
DJ Hussey,2012,396,313,101,28,17,128,12,126.51757188498402,33.0
DJ Hussey,2013,235,210,76,20,6,91,11,111.90476190476191,21.363636363636363
DJ Hussey,2014,116,96,33,8,6,46,2,120.83333333333333,58.0
DJ Jacobs,2011,92,91,44,10,4,22,6,101.0989010989011,15.333333333333334
DJ Jacobs,2012,0,10,9,0,0,0,1,0.0,0.0
DJ Malan,2021,26,26,9,1,1,12,1,100.0,26.0
DJ Mitchell,2022,33,46,16,1,0,25,2,71.73913043478261,16.5
DJ Mitchell,2024,318,228,57,27,10,105,11,139.4736842105263,28.90909090909091
DJ Muthuswami,2015,1,3,2,0,0,1,1,33.33333333333333,1.0
DJ Thornely,2007/08,39,54,26,2,2,19,3,72.22222222222221,13.0
DJ Willey,2022,18,32,21,3,0,4,3,56.25,6.0
DJ Willey,2023,35,32,11,4,0,13,0,109.375,inf
DJG Sammy,2013,174,136,47,11,10,50,6,127.94117647058823,29.0
DJG Sammy,2014,108,97,37,4,8,31,7,111.34020618556701,15.428571428571429
DJG Sammy,2015,13,18,5,0,0,13,2,72.22222222222221,6.5
DJM Short,2018,115,102,44,11,5,35,7,112.74509803921569,16.428571428571427
DL Chahar,2017,14,6,2,0,2,2,1,233.33333333333334,14.0
DL Chahar,2018,50,30,6,1,4,14,3,166.66666666666669,16.666666666666668
DL Chahar,2019,7,10,5,1,0,3,2,70.0,3.5
DL Chahar,2020/21,7,12,6,0,0,1,1,58.333333333333336,7.0
DL Chahar,2021,1,1,0,0,0,1,0,100.0,inf
DL Chahar,2023,1,2,1,0,0,1,0,50.0,inf
DL Chahar,2025,37,25,8,3,2,9,1,148.0,37.0
DL Chahar,2026,25,19,9,3,1,3,2,131.57894736842107,12.5
DL Vettori,2009,34,32,8,3,0,15,2,106.25,17.0
DL Vettori,2009/10,33,28,5,4,0,13,1,117.85714285714286,33.0
DL Vettori,2011,23,30,10,1,1,13,1,76.66666666666667,23.0
DL Vettori,2012,31,28,8,3,1,13,3,110.71428571428572,10.333333333333334
DM Bravo,2017,6,5,2,1,0,2,0,120.0,inf
DNT Zoysa,2007/08,11,9,1,1,0,3,1,122.22222222222223,11.0
DP Conway,2022,252,176,52,23,12,73,6,143.1818181818182,42.0
DP Conway,2023,672,493,152,77,18,191,14,136.30831643002028,48.0
DP Conway,2025,156,125,36,17,4,42,5,124.8,31.2
DP Nannes,2009/10,4,13,9,0,0,4,1,30.76923076923077,4.0
DP Vijaykumar,2007/08,1,1,0,0,0,1,0,100.0,inf
DPMD Jayawardene,2007/08,179,138,42,15,7,53,9,129.71014492753622,19.88888888888889
DPMD Jayawardene,2009,219,172,44,17,7,81,7,127.32558139534885,31.285714285714285
DPMD Jayawardene,2009/10,445,312,90,55,12,115,12,142.62820512820514,37.083333333333336
DPMD Jayawardene,2011,299,272,97,35,5,96,12,109.9264705882353,24.916666666666668
DPMD Jayawardene,2012,335,306,110,39,3,120,10,109.47712418300655,33.5
DPMD Jayawardene,2013,331,322,145,39,6,100,14,102.79503105590062,23.642857142857142
DR Martyn,2009/10,19,26,8,1,0,15,2,73.07692307692307,9.5
DR Sams,2020/21,0,2,2,0,0,0,1,0.0,0.0
DR Sams,2021,6,6,2,0,0,2,1,100.0,6.0
DR Sams,2022,38,40,18,1,3,12,8,95.0,4.75
DR Shorey,2018,8,9,6,0,1,2,1,88.88888888888889,8.0
DR Shorey,2019,5,11,3,0,0,5,1,45.45454545454545,5.0
DR Smith,2007/08,45,41,16,5,1,13,2,109.75609756097562,22.5
DR Smith,2009,215,134,36,12,15,49,8,160.44776119402985,26.875
DR Smith,2009/10,22,25,12,1,1,8,2,88.0,11.0
DR Smith,2012,157,102,34,18,7,31,4,153.921568627451,39.25
DR Smith,2013,418,351,153,40,19,99,13,119.0883190883191,32.15384615384615
DR Smith,2014,566,425,170,50,34,126,17,133.1764705882353,33.294117647058826
DR Smith,2015,399,341,171,52,16,73,14,117.00879765395895,28.5
DR Smith,2016,324,226,90,35,16,71,11,143.36283185840708,29.454545454545453
DR Smith,2017,239,158,56,32,8,51,10,151.26582278481013,23.9
DS Kulkarni,2007/08,2,17,14,0,0,2,0,11.76470588235294,inf
DS Kulkarni,2009,9,18,7,0,0,9,2,50.0,4.5
DS Kulkarni,2011,2,4,2,0,0,2,1,50.0,2.0
DS Kulkarni,2012,10,5,1,2,0,2,0,200.0,inf
DS Kulkarni,2014,35,27,6,1,2,13,1,129.62962962962962,35.0
DS Kulkarni,2015,4,12,7,0,0,4,2,33.33333333333333,2.0
DS Kulkarni,2016,27,16,3,3,0,4,2,168.75,13.5
DS Kulkarni,2017,1,2,1,0,0,1,1,50.0,1.0
DS Kulkarni,2018,6,7,1,0,0,6,0,85.71428571428571,inf
DS Kulkarni,2019,5,3,1,1,0,1,0,166.66666666666669,inf
DS Kulkarni,2020/21,3,2,0,0,0,1,0,150.0,inf
DS Lehmann,2007/08,18,19,8,3,0,6,2,94.73684210526315,9.0
DS Rathi,2025,1,4,2,0,0,1,1,25.0,1.0
DS Rathi,2026,2,5,2,0,0,2,0,40.0,inf
DT Christian,2011,190,161,47,9,7,77,10,118.01242236024845,19.0
DT Christian,2012,145,122,31,8,6,66,5,118.85245901639345,29.0
DT Christian,2013,6,16,10,0,0,4,2,37.5,3.0
DT Christian,2017,79,52,16,5,5,15,6,151.9230769230769,13.166666666666666
DT Christian,2018,26,33,11,0,1,18,1,78.78787878787878,26.0
DT Christian,2021,14,24,13,1,0,10,4,58.333333333333336,3.5
DT Patil,2007/08,13,13,5,1,0,5,1,100.0,13.0
DV Malewar,2026,2,5,3,0,0,2,2,40.0,1.0
DW Steyn,2007/08,2,5,3,0,0,2,2,40.0,1.0
DW Steyn,2009,0,3,3,0,0,0,1,0.0,0.0
DW Steyn,2009/10,13,17,9,2,0,5,4,76.47058823529412,3.25
DW Steyn,2011,36,37,12,3,0,14,3,97.2972972972973,12.0
DW Steyn,2012,19,21,11,0,1,5,5,90.47619047619048,3.8
DW Steyn,2013,53,37,13,5,2,9,2,143.24324324324326,26.5
DW Steyn,2014,22,26,10,1,0,12,2,84.61538461538461,11.0
DW Steyn,2015,20,13,3,3,0,6,2,153.84615384615387,10.0
DW Steyn,2016,1,2,1,0,0,1,1,50.0,1.0
DW Steyn,2020/21,1,2,1,0,0,1,0,50.0,inf
Dhruv Jurel,2023,152,93,20,11,9,40,6,163.44086021505376,25.333333333333332
Dhruv Jurel,2024,195,144,45,18,7,61,7,135.41666666666669,27.857142857142858
Dhruv Jurel,2025,333,219,66,22,22,89,9,152.05479452054794,37.0
Dhruv Jurel,2026,515,345,101,47,24,139,16,149.27536231884056,32.1875
E Lewis,2018,382,290,120,32,24,83,13,131.72413793103448,29.384615384615383
E Lewis,2019,48,53,27,4,2,17,3,90.56603773584906,16.0
E Lewis,2021,151,96,35,18,7,29,5,157.29166666666669,30.2
E Lewis,2022,73,60,22,8,3,17,3,121.66666666666666,24.333333333333332
E Malinga,2026,7,18,9,0,0,7,1,38.88888888888889,7.0
EJG Morgan,2009/10,35,31,9,2,1,15,3,112.90322580645163,11.666666666666666
EJG Morgan,2011,137,123,52,17,3,34,8,111.3821138211382,17.125
EJG Morgan,2013,307,250,90,28,13,79,10,122.8,30.7
EJG Morgan,2015,187,154,62,11,11,55,8,121.42857142857142,23.375
EJG Morgan,2016,123,105,35,8,4,43,5,117.14285714285715,24.6
EJG Morgan,2017,65,62,24,6,2,29,4,104.83870967741935,16.25
EJG Morgan,2020/21,419,314,110,32,24,109,11,133.4394904458599,38.09090909090909
EJG Morgan,2021,133,142,62,8,6,52,12,93.66197183098592,11.083333333333334
ER Dwivedi,2016,24,15,5,2,2,4,2,160.0,12.0
F Behardien,2016,14,13,5,2,0,6,2,107.6923076923077,7.0
F du Plessis,2012,398,310,104,29,17,129,11,128.38709677419357,36.18181818181818
F du Plessis,2014,303,240,65,26,7,113,10,126.25,30.3
F du Plessis,2015,380,317,89,37,5,145,11,119.87381703470032,34.54545454545455
F du Plessis,2016,206,169,58,17,9,62,6,121.89349112426035,34.333333333333336
F du Plessis,2017,8,7,2,1,0,4,1,114.28571428571428,8.0
